ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WHITE,HISPANIC,BLACK,ASIAN,NATIVE,OTHER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGREE
3370,3370,Bendorf,Rheinland-Pfalz,16940,Bendorf,16940,0.49014168,0.50985832,0.08576,0.10294,0.06805,0.13665,0.331,0.2756,0.04958,0.04557,0.05061,0.03604,0.05334,0.06766,0.06566,0.05781,0.04864,0.06062,0.07927,0.08109,0.07145,0.06695,0.04021,0.05151,0.04407,0.02994,0.06782,0.0095,0.02709,0.12483,0.02168,0.31344,0.11422,0.09653,0.2091,0.0158,0.44191,0.05624,0.04491,0.45695
3371,3371,Kretz,Rheinland-Pfalz,694,Kretz,694,0.47838617,0.52161383,0.23422,0.03387,0.32459,0.12215,0.17738,0.10778,0.05298,0.05164,0.03888,0.03938,0.05383,0.05667,0.05873,0.06744,0.05051,0.06789,0.08572,0.077,0.07156,0.06406,0.04534,0.05059,0.03195,0.03585,0.08635,0.32221,0.0991,0.00878,0.23845,0.0086,0.04233,0.00945,0.04356,0.14116,0.01532,0.78054,0.09482,0.10932
3372,3372,Kruft,Rheinland-Pfalz,4056,Kruft,4056,0.49753452,0.50246548,0.40279,0.09955,0.04936,0.18947,0.05322,0.20561,0.05087,0.04842,0.05193,0.03984,0.04829,0.05141,0.06104,0.06337,0.06292,0.07237,0.07948,0.07438,0.06732,0.0595,0.04702,0.05328,0.02855,0.04003,0.24065,0.04496,0.10869,0.03804,0.08121,0.23137,0.12753,0.02636,0.06,0.0412,0.44613,0.1309,0.17028,0.25269
3373,3373,Nickenich,Rheinland-Pfalz,3605,Nickenich,3605,0.48987517,0.51012483,0.13714,0.1254,0.10422,0.04849,0.49296,0.09178,0.03894,0.04844,0.04952,0.04511,0.05067,0.06412,0.06154,0.05126,0.05929,0.06172,0.09296,0.08482,0.07031,0.06732,0.03663,0.04609,0.0342,0.03705,0.11968,0.2004,0.00086,0.27769,0.12047,0.13631,0.009,0.01766,0.1012,0.01672,0.53487,0.33721,0.09767,0.03025
3374,3374,Plaidt,Rheinland-Pfalz,5904,Plaidt,5904,0.4977981,0.5022019,0.01246,0.10964,0.3256,0.18242,0.2729,0.09699,0.05228,0.04416,0.03606,0.03545,0.05888,0.05864,0.06765,0.06688,0.05808,0.06971,0.07438,0.0788,0.06883,0.06439,0.0384,0.04953,0.03875,0.03912,0.05957,0.09299,0.14928,0.01667,0.07647,0.09909,0.10024,0.36947,0.02194,0.01427,0.41936,0.28743,0.21779,0.07543
3375,3375,Saffig,Rheinland-Pfalz,2170,Saffig,2170,0.52488479,0.47511521,0.13962,0.17902,0.32787,0.00287,0.13625,0.21437,0.04751,0.04713,0.05089,0.04937,0.05699,0.06275,0.06236,0.05455,0.06206,0.06427,0.07946,0.07924,0.06338,0.06047,0.03701,0.05742,0.03368,0.03145,0.18435,0.0748,0.09045,0.00695,0.02025,0.32089,0.01803,0.06309,0.18878,0.03242,0.24183,0.12097,0.04813,0.58906
3376,3376,Einig,Rheinland-Pfalz,146,Einig,146,0.49315068,0.50684932,0.24538,0.00451,0.15844,0.01408,0.55324,0.02434,0.04308,0.03962,0.05249,0.04782,0.06218,0.06128,0.06472,0.0525,0.05212,0.06867,0.09189,0.0749,0.07494,0.05979,0.03677,0.04342,0.03172,0.04208,0.22098,0.16642,0.03267,0.00884,0.12958,0.03186,0.14759,0.08285,0.17347,0.00573,0.37371,0.01428,0.49259,0.11942
3377,3377,Gappenach,Rheinland-Pfalz,315,Gappenach,315,0.47936508,0.52063492,0.01167,0.25423,0.2077,0.27211,0.13318,0.1211,0.05344,0.05047,0.03539,0.03856,0.05375,0.05815,0.06189,0.06771,0.05911,0.06213,0.08038,0.0835,0.06514,0.0702,0.04878,0.04632,0.03537,0.02971,0.09977,0.0546,0.04872,0.04068,0.0511,0.03698,0.07673,0.37866,0.11411,0.09866,0.11918,0.10623,0.72355,0.05105
3378,3378,Gering,Rheinland-Pfalz,419,Gering,419,0.5274463,0.4725537,0.09724,0.15018,0.36449,0.06023,0.22851,0.09936,0.04888,0.04491,0.03874,0.04152,0.05812,0.05615,0.05639,0.06315,0.05251,0.0744,0.08388,0.08162,0.0728,0.05595,0.05008,0.04755,0.03888,0.03447,0.10418,0.09725,0.04947,0.07701,0.10772,0.09102,0.01369,0.25466,0.1538,0.0512,0.33993,0.09565,0.2405,0.32391
3379,3379,Gierschnach,Rheinland-Pfalz,265,Gierschnach,265,0.49056604,0.50943396,0.39764,0.10253,0.05986,0.33052,0.03259,0.07685,0.04208,0.04916,0.04971,0.04352,0.06233,0.07109,0.0544,0.05268,0.04811,0.07277,0.08084,0.07797,0.0632,0.0711,0.03995,0.04945,0.03775,0.03389,0.00739,0.1485,0.01895,0.03508,0.12286,0.1609,0.10153,0.13805,0.25032,0.0164,0.34713,0.42651,0.07982,0.14654
3380,3380,Kalt,Rheinland-Pfalz,463,Kalt,463,0.51835853,0.48164147,0.01972,0.35656,0.17968,0.13433,0.02336,0.28634,0.03749,0.0432,0.04514,0.03508,0.05221,0.06837,0.0544,0.06842,0.06217,0.07571,0.08863,0.07975,0.06974,0.06129,0.03792,0.04647,0.03991,0.03411,0.12402,0.06313,0.07242,0.04529,0.16067,0.22097,0.01209,0.21018,0.08621,0.00503,0.13038,0.50069,0.27011,0.09882
3381,3381,Kerben,Rheinland-Pfalz,487,Kerben,487,0.52361396,0.47638604,0.00089,0.02415,0.36591,0.00418,0.45186,0.153,0.04616,0.03563,0.0434,0.04234,0.05403,0.06557,0.05781,0.06404,0.05797,0.06577,0.08871,0.09059,0.06773,0.06805,0.03231,0.05292,0.03408,0.03289,0.2167,0.12342,0.07049,0.06433,0.28133,0.00334,0.03504,0.08502,0.00741,0.11292,0.1195,0.66238,0.132,0.08612
3382,3382,Kollig,Rheinland-Pfalz,561,Kollig,561,0.52406417,0.47593583,0.14268,0.38382,0.0996,0.11874,0.23071,0.02444,0.0428,0.04453,0.04262,0.0449,0.05153,0.05847,0.05369,0.06178,0.06381,0.06954,0.07988,0.09392,0.0623,0.05904,0.03813,0.05387,0.03902,0.04017,0.12521,0.19934,0.12718,0.0015,0.06035,0.20797,0.1968,0.01609,0.01921,0.04634,0.48878,0.03718,0.04084,0.4332
3383,3383,Lonnig,Rheinland-Pfalz,1259,Lonnig,1259,0.4853058,0.5146942,0.1668,0.02295,0.5261,0.04766,0.05818,0.17831,0.04539,0.0544,0.04094,0.03654,0.0556,0.06757,0.06354,0.06479,0.057,0.06559,0.07932,0.08669,0.06869,0.05557,0.03788,0.04144,0.04342,0.03563,0.06102,0.09317,0.21283,0.04363,0.03178,0.31298,0.00319,0.04139,0.03218,0.16782,0.25458,0.01519,0.18781,0.54243
3384,3384,Mertloch,Rheinland-Pfalz,1355,Mertloch,1355,0.48191882,0.51808118,0.17176,0.1598,0.06851,0.28769,0.02741,0.28484,0.04648,0.05083,0.03661,0.04817,0.05432,0.06877,0.05557,0.06405,0.05211,0.06504,0.08378,0.07549,0.07048,0.06194,0.04263,0.05456,0.03941,0.02974,0.01816,0.06341,0.06317,0.04362,0.0026,0.08528,0.11485,0.49816,0.10778,0.00296,0.19369,0.47368,0.1766,0.15603
3385,3385,Naunheim,Rheinland-Pfalz,437,Naunheim,437,0.52402746,0.47597254,0.0899,0.18996,0.47421,0.00549,0.09576,0.14467,0.05828,0.03777,0.04078,0.04863,0.0596,0.07284,0.05675,0.06879,0.05324,0.06633,0.07926,0.08854,0.06656,0.05615,0.04084,0.04145,0.03115,0.03303,0.29942,0.08839,0.04241,0.03966,0.06033,0.03604,0.10401,0.28136,0.04264,0.00572,0.76609,0.22092,0.00407,0.00891
3386,3386,Ochtendung,Rheinland-Pfalz,5389,Ochtendung,5389,0.48784561,0.51215439,0.54979,0.05814,0.1934,0.08194,0.08293,0.03379,0.05349,0.03923,0.03565,0.0465,0.06369,0.07014,0.06395,0.06755,0.04833,0.07172,0.08036,0.08321,0.0659,0.05748,0.04834,0.03909,0.03652,0.02885,0.01053,0.2693,0.00862,0.07118,0.12427,0.19847,0.04146,0.04733,0.12428,0.10457,0.05255,0.42522,0.01361,0.50861
3387,3387,Pillig,Rheinland-Pfalz,467,Pillig,467,0.49678801,0.50321199,0.31824,0.08364,0.39247,0.06072,0.07915,0.06579,0.04754,0.04074,0.03678,0.03468,0.05832,0.06389,0.06272,0.06696,0.06373,0.07296,0.08172,0.08234,0.07867,0.06502,0.04694,0.03804,0.02965,0.0293,0.09959,0.02077,0.00259,0.03085,0.05253,0.13343,0.15773,0.06783,0.35992,0.07477,0.6259,0.29405,0.01993,0.06012
3388,3388,Polch,Rheinland-Pfalz,6821,Polch,6821,0.50183258,0.49816742,0.09816,0.37795,0.14017,0.32826,0.05316,0.00231,0.05279,0.04319,0.03502,0.0428,0.04615,0.06819,0.05778,0.06361,0.05599,0.06348,0.08639,0.07338,0.06645,0.06655,0.04337,0.05402,0.0433,0.03754,0.01508,0.06535,0.09692,0.00072,0.17557,0.11754,0.07061,0.27758,0.03276,0.14788,0.2274,0.17527,0.50559,0.09174
3389,3389,Rüber,Rheinland-Pfalz,919,Rüber,919,0.49075082,0.50924918,0.12826,0.10023,0.25985,0.35684,0.08345,0.07137,0.05327,0.03647,0.03642,0.04484,0.06084,0.05409,0.06161,0.06572,0.05633,0.06815,0.08939,0.07873,0.07055,0.05734,0.04813,0.04981,0.02837,0.03994,0.0994,0.03417,0.04587,0.09578,0.09,0.17286,0.24388,0.09198,0.01261,0.11345,0.19554,0.01876,0.50191,0.28378
3390,3390,Trimbs,Rheinland-Pfalz,573,Trimbs,573,0.4886562,0.5113438,0.02404,0.09778,0.05329,0.08973,0.27508,0.46007,0.04202,0.03567,0.05251,0.03988,0.04899,0.06848,0.0692,0.06759,0.04827,0.06888,0.08413,0.09142,0.07643,0.06207,0.03497,0.04789,0.03215,0.02944,0.18644,0.04314,0.25818,0.03147,0.09407,0.29658,0.0117,0.07213,0.0036,0.0027,0.10933,0.00323,0.80468,0.08276
3391,3391,Welling,Rheinland-Pfalz,936,Welling,936,0.49358974,0.50641026,0.29289,0.46778,0.00985,0.02134,0.06764,0.14049,0.04284,0.04532,0.0475,0.04194,0.06348,0.0574,0.05369,0.06877,0.05073,0.06336,0.09091,0.08057,0.06956,0.05531,0.04439,0.04196,0.03709,0.04518,0.08431,0.28742,0.11828,0.03293,0.07605,0.06709,0.10098,0.0769,0.08364,0.07242,0.43186,0.0815,0.25289,0.23374
3392,3392,Wierschem,Rheinland-Pfalz,326,Wierschem,326,0.50613497,0.49386503,0.02827,0.02824,0.41918,0.08446,0.39039,0.04947,0.05134,0.04841,0.04701,0.03629,0.06291,0.06823,0.05113,0.05353,0.05189,0.06151,0.08859,0.08978,0.06522,0.05551,0.03483,0.04539,0.04357,0.04482,0.13047,0.00525,0.04171,0.27257,0.11766,0.10648,0.0443,0.03594,0.06746,0.17815,0.21305,0.66488,0.10029,0.02179
3393,3393,Münstermaifeld,Rheinland-Pfalz,3449,Münstermaifeld,3449,0.48709771,0.51290229,0.14593,0.44231,0.02431,0.05507,0.30011,0.03227,0.03804,0.03617,0.05169,0.0499,0.06106,0.05966,0.06391,0.05453,0.05312,0.06888,0.08599,0.08483,0.07151,0.0647,0.04334,0.05081,0.02912,0.03274,0.09126,0.00762,0.36619,0.04011,0.02407,0.06458,0.07647,0.02866,0.16002,0.14101,0.56735,0.15449,0.13626,0.1419
3394,3394,Acht,Rheinland-Pfalz,76,Acht,76,0.52631579,0.47368421,0.00748,0.07274,0.48464,0.27459,0.03166,0.12889,0.05418,0.04063,0.04099,0.03575,0.05311,0.06217,0.05754,0.06737,0.04738,0.06407,0.09362,0.07494,0.06381,0.06823,0.04536,0.0472,0.04259,0.04105,0.15896,0.10369,0.05692,0.06669,0.07018,0.19872,0.19825,0.10595,0.01274,0.02791,0.15327,0.41128,0.13235,0.3031
3395,3395,Anschau,Rheinland-Pfalz,289,Anschau,289,0.48788927,0.51211073,0.09305,0.13366,0.12584,0.13904,0.17054,0.33788,0.04511,0.03825,0.05123,0.03717,0.05961,0.058,0.05573,0.06387,0.06231,0.06581,0.09071,0.08522,0.07669,0.05375,0.04725,0.03926,0.03527,0.03476,0.02188,0.21598,0.00862,0.05138,0.01827,0.0911,0.28355,0.11541,0.06003,0.13376,0.05947,0.50327,0.20367,0.23359
3396,3396,Arft,Rheinland-Pfalz,258,Arft,258,0.48837209,0.51162791,0.25658,0.19101,0.2515,0.02262,0.20263,0.07567,0.053,0.04904,0.04979,0.03608,0.06199,0.06294,0.06328,0.05763,0.05773,0.06501,0.07939,0.07492,0.05898,0.06802,0.0475,0.03828,0.03298,0.04342,0.045,0.15269,0.0809,0.04898,0.12839,0.01113,0.23186,0.02263,0.26973,0.00869,0.42173,0.16149,0.03794,0.37885
3397,3397,Baar,Rheinland-Pfalz,730,Baar,730,0.51506849,0.48493151,0.29034,0.10231,0.17065,0.04705,0.376,0.01365,0.03971,0.03639,0.03597,0.04729,0.06139,0.05412,0.06718,0.05217,0.06081,0.07357,0.08164,0.07994,0.07393,0.06386,0.04977,0.04368,0.04134,0.03723,0.2795,0.01027,0.14954,0.22081,0.04272,0.00089,0.12928,0.01586,0.02516,0.12599,0.37869,0.37766,0.14871,0.09494
3398,3398,Bermel,Rheinland-Pfalz,349,Bermel,349,0.48424069,0.51575931,0.01947,0.31702,0.12711,0.34849,0.11642,0.07149,0.04414,0.04197,0.0429,0.04806,0.06548,0.05565,0.05552,0.06344,0.05633,0.05753,0.09274,0.07896,0.06896,0.06445,0.04186,0.05438,0.03489,0.03275,0.02995,0.0082,0.04472,0.20797,0.01015,0.00348,0.18243,0.13647,0.01934,0.35731,0.10743,0.02023,0.22406,0.64828
3399,3399,Boos,Rheinland-Pfalz,598,Boos,598,0.48494983,0.51505017,0.05963,0.12211,0.01116,0.20452,0.32599,0.27659,0.04252,0.03577,0.05,0.0454,0.06445,0.06096,0.05761,0.06813,0.06394,0.06053,0.08164,0.07939,0.07145,0.05665,0.04618,0.04327,0.0355,0.0366,0.19293,0.02393,0.00877,0.07119,0.00755,0.11949,0.21542,0.00323,0.35372,0.00377,0.28914,0.14061,0.50017,0.07008
3400,3400,Ditscheid,Rheinland-Pfalz,264,Ditscheid,264,0.51893939,0.48106061,0.03828,0.66199,0.0072,0.14583,0.14238,0.00431,0.04635,0.04252,0.0375,0.03196,0.06614,0.0605,0.06313,0.05212,0.0623,0.07226,0.08174,0.08635,0.06968,0.05488,0.05053,0.04563,0.04336,0.03308,0.17656,0.0033,0.04356,0.24469,0.1516,0.03049,0.08484,0.01424,0.10141,0.14931,0.39384,0.45829,0.11023,0.03764
3401,3401,Ettringen,Rheinland-Pfalz,2725,Ettringen,2725,0.49688073,0.50311927,0.00743,0.3833,0.11905,0.37117,0.09736,0.02169,0.04514,0.04135,0.04695,0.03728,0.05222,0.0563,0.07165,0.06449,0.06093,0.06334,0.08027,0.08763,0.08229,0.05682,0.03685,0.04389,0.03961,0.03298,0.10354,0.00817,0.02556,0.09007,0.26702,0.03522,0.00957,0.12431,0.31699,0.01954,0.02719,0.25859,0.31706,0.39717
3402,3402,Hausten,Rheinland-Pfalz,371,Hausten,371,0.48247978,0.51752022,0.29857,0.02031,0.16828,0.26141,0.17308,0.07835,0.05362,0.05214,0.03789,0.03793,0.05738,0.05916,0.06357,0.05086,0.04704,0.07429,0.07961,0.09061,0.06343,0.06308,0.05023,0.04715,0.02836,0.04365,0.08974,0.14298,0.10482,0.04692,0.03747,0.26268,0.08979,0.01394,0.19024,0.02141,0.94186,0.04894,0.00227,0.00694
3403,3403,Herresbach,Rheinland-Pfalz,494,Herresbach,494,0.50202429,0.49797571,0.5589,0.05102,0.16613,0.14294,0.02058,0.06042,0.05045,0.04272,0.03671,0.04059,0.06333,0.05328,0.06153,0.05241,0.06008,0.06226,0.09196,0.08554,0.06921,0.05304,0.04096,0.04971,0.04309,0.04313,0.18886,0.04081,0.05683,0.08616,0.03223,0.105,0.04146,0.20685,0.17897,0.06283,0.75409,0.01357,0.0692,0.16314
3404,3404,Hirten,Rheinland-Pfalz,255,Hirten,255,0.50980392,0.49019608,0.06189,0.16276,0.01726,0.16017,0.32737,0.27054,0.05334,0.04363,0.04815,0.04647,0.055,0.0683,0.06446,0.05408,0.05117,0.07238,0.08175,0.08646,0.06051,0.05413,0.04287,0.03793,0.04198,0.03738,0.06764,0.04276,0.19291,0.09881,0.025,0.20814,0.19139,0.05286,0.08519,0.0353,0.78583,0.11772,0.04036,0.05609
3405,3405,Kehrig,Rheinland-Pfalz,1210,Kehrig,1210,0.50661157,0.49338843,0.07928,0.04771,0.16765,0.36697,0.31048,0.02792,0.0485,0.0492,0.03953,0.04651,0.05283,0.06186,0.06409,0.05386,0.04643,0.06246,0.08346,0.07997,0.07702,0.05671,0.04582,0.05023,0.04583,0.03571,0.0065,0.00121,0.03805,0.28507,0.1454,0.15476,0.01984,0.07565,0.17669,0.09683,0.15016,0.04013,0.41901,0.39069
3406,3406,Kirchwald,Rheinland-Pfalz,969,Kirchwald,969,0.49432405,0.50567595,0.05076,0.03261,0.04672,0.38202,0.22267,0.26522,0.04546,0.04253,0.05206,0.04244,0.05817,0.0687,0.05285,0.06449,0.05066,0.06059,0.08737,0.0787,0.06423,0.05682,0.03715,0.04988,0.04567,0.04221,0.20811,0.2841,0.02918,0.07019,0.05307,0.24314,0.00515,0.03625,0.03582,0.03499,0.10364,0.45213,0.07526,0.36898
3407,3407,Kottenheim,Rheinland-Pfalz,2636,Kottenheim,2636,0.48899848,0.51100152,0.09739,0.02937,0.43732,0.05386,0.15881,0.22326,0.04016,0.04628,0.04114,0.04276,0.05365,0.06017,0.06156,0.05386,0.06049,0.06185,0.07903,0.09127,0.07703,0.05554,0.048,0.04529,0.04544,0.03646,0.01675,0.00212,0.08635,0.05972,0.18275,0.31809,0.07101,0.08105,0.17369,0.00848,0.05361,0.5517,0.04793,0.34676
3408,3408,Langenfeld,Rheinland-Pfalz,658,Langenfeld,658,0.5106383,0.4893617,0.02336,0.21875,0.22002,0.43839,0.00314,0.09634,0.05459,0.04086,0.03611,0.04407,0.05128,0.06425,0.06376,0.05317,0.04752,0.07485,0.0899,0.08134,0.06384,0.06634,0.04554,0.05461,0.03123,0.03674,0.11178,0.00966,0.01731,0.03466,0.11477,0.0011,0.32348,0.05685,0.10966,0.22074,0.51085,0.12864,0.26115,0.09935
3409,3409,Langscheid,Rheinland-Pfalz,88,Langscheid,88,0.54545455,0.45454545,0.13391,0.19693,0.05134,0.39396,0.04843,0.17544,0.04495,0.03847,0.04312,0.03849,0.05653,0.05373,0.0613,0.06166,0.0562,0.07468,0.08625,0.08477,0.07143,0.05722,0.03501,0.04814,0.04472,0.04332,0.16154,0.00817,0.06153,0.18774,0.08301,0.33355,0.03604,0.01903,0.09071,0.01868,0.30806,0.04264,0.44265,0.20665
3410,3410,Lind,Rheinland-Pfalz,51,Lind,51,0.60784314,0.39215686,0.25481,0.41636,0.02974,0.1228,0.06647,0.10982,0.04697,0.04836,0.04991,0.03912,0.05559,0.05262,0.06289,0.06502,0.05716,0.06229,0.08045,0.08703,0.06763,0.05994,0.04006,0.0508,0.03272,0.04144,0.15065,0.0411,0.03577,0.00899,0.09706,0.18318,0.19158,0.06518,0.2231,0.0034,0.87522,0.03489,0.02955,0.06034
3411,3411,Luxem,Rheinland-Pfalz,317,Luxem,317,0.53312303,0.46687697,0.06881,0.4733,0.00892,0.05321,0.22634,0.16941,0.05331,0.04509,0.0451,0.0456,0.05228,0.05661,0.05624,0.05531,0.05773,0.07196,0.08644,0.07718,0.07402,0.05988,0.03253,0.0541,0.03772,0.03891,0.00716,0.14702,0.50164,0.02115,0.04453,0.04636,0.09087,0.08228,0.05213,0.00687,0.09977,0.61319,0.27546,0.01157
3412,3412,Monreal,Rheinland-Pfalz,763,Monreal,763,0.508519,0.491481,0.01738,0.06357,0.39111,0.16384,0.22543,0.13867,0.05471,0.04639,0.05287,0.0487,0.04998,0.05668,0.05818,0.05683,0.05444,0.06817,0.09058,0.0811,0.07769,0.05996,0.03811,0.03814,0.02999,0.03749,0.02527,0.11146,0.00858,0.11511,0.04574,0.08445,0.00328,0.17636,0.1414,0.28834,0.23434,0.39196,0.10308,0.27063
3413,3413,Münk,Rheinland-Pfalz,256,Münk,256,0.50390625,0.49609375,0.20853,0.0526,0.07481,0.13518,0.4764,0.05248,0.04431,0.03373,0.05074,0.04634,0.06404,0.05452,0.05846,0.0566,0.05919,0.06313,0.07819,0.08126,0.06694,0.06916,0.05057,0.0519,0.02998,0.04092,0.0217,0.05042,0.11301,0.04241,0.29772,0.08537,0.20574,0.05644,0.08554,0.04165,0.61309,0.13099,0.04915,0.20677
3414,3414,Nachtsheim,Rheinland-Pfalz,543,Nachtsheim,543,0.50644567,0.49355433,0.12862,0.02291,0.03848,0.34247,0.24211,0.22541,0.04757,0.03474,0.04318,0.03916,0.05576,0.06116,0.06518,0.06292,0.05881,0.06791,0.08671,0.08667,0.06503,0.06214,0.03995,0.05135,0.04144,0.03033,0.01507,0.05638,0.10847,0.11376,0.04404,0.02585,0.0539,0.17452,0.05783,0.35019,0.05222,0.37034,0.56858,0.00886
3415,3415,Reudelsterz,Rheinland-Pfalz,363,Reudelsterz,363,0.49311295,0.50688705,0.39811,0.18585,0.02715,0.14442,0.18295,0.06151,0.04373,0.03985,0.05288,0.0405,0.05685,0.0663,0.05737,0.06509,0.05397,0.05907,0.08132,0.08303,0.07743,0.06942,0.04954,0.04039,0.03304,0.03022,0.19689,0.11181,0.03558,0.03424,0.26845,0.04833,0.0453,0.01772,0.02639,0.21528,0.26804,0.02225,0.01979,0.68992
3416,3416,Sankt Johann,Rheinland-Pfalz,942,Sankt Johann,942,0.47239915,0.52760085,0.27031,0.01334,0.14069,0.03439,0.51724,0.02402,0.0493,0.05213,0.03651,0.03194,0.04947,0.06027,0.05275,0.06276,0.05086,0.05869,0.09272,0.08952,0.07711,0.05684,0.04654,0.04268,0.04596,0.04394,0.05218,0.11103,0.32682,0.02268,0.07219,0.00412,0.11842,0.01368,0.20732,0.07156,0.28061,0.08799,0.49623,0.13517
3417,3417,Siebenbach,Rheinland-Pfalz,210,Siebenbach,210,0.52857143,0.47142857,0.57097,0.06812,0.16201,0.13303,0.00511,0.06076,0.04289,0.03424,0.05272,0.04812,0.05915,0.05758,0.05745,0.05593,0.05584,0.0583,0.0857,0.09406,0.07311,0.05921,0.04109,0.04843,0.04159,0.03457,0.02422,0.28618,0.06757,0.03589,0.0416,0.014,0.2306,0.05868,0.05754,0.18372,0.38767,0.21241,0.22948,0.17045
3418,3418,Virneburg,Rheinland-Pfalz,383,Virneburg,383,0.50391645,0.49608355,0.62205,0.05325,0.13766,0.12997,0.00385,0.05323,0.04653,0.03422,0.04639,0.03771,0.05842,0.06578,0.06922,0.06363,0.05059,0.05891,0.08747,0.07877,0.06711,0.07028,0.03787,0.04131,0.04029,0.0455,0.15398,0.04195,0.00736,0.14072,0.11842,0.16148,0.09229,0.17459,0.0606,0.04861,0.08744,0.58978,0.19038,0.1324
3419,3419,Weiler,Rheinland-Pfalz,486,Weiler,486,0.51440329,0.48559671,0.23111,0.03507,0.0672,0.32046,0.27362,0.07255,0.05252,0.04373,0.04587,0.04363,0.06203,0.06217,0.0538,0.05799,0.05359,0.06463,0.07552,0.07984,0.07619,0.05295,0.03834,0.04845,0.04496,0.0438,0.16903,0.09365,0.06198,0.18551,0.0726,0.13099,0.21377,0.02204,0.03468,0.01574,0.4464,0.27068,0.03145,0.25147
3420,3420,Welschenbach,Rheinland-Pfalz,49,Welschenbach,49,0.53061224,0.46938776,0.05248,0.46192,0.10527,0.11932,0.1851,0.07591,0.05373,0.03712,0.04647,0.04998,0.06218,0.05879,0.06999,0.05831,0.05675,0.05983,0.0814,0.08277,0.06708,0.06271,0.04794,0.03969,0.03216,0.03311,0.13287,0.09767,0.20667,0.04456,0.21653,0.07772,0.07701,0.03575,0.09273,0.0185,0.22039,0.48105,0.0848,0.21377
3421,3421,Bell,Rheinland-Pfalz,1309,Bell,1309,0.48433919,0.51566081,0.10564,0.33935,0.19887,0.11257,0.18227,0.0613,0.04235,0.04786,0.04091,0.04164,0.06052,0.06662,0.06212,0.05825,0.05436,0.07371,0.07761,0.08383,0.07569,0.05233,0.04903,0.03863,0.03063,0.0439,0.02146,0.04245,0.13247,0.14611,0.11542,0.29967,0.01459,0.14915,0.06901,0.00966,0.0405,0.11445,0.16546,0.67959
3422,3422,Mendig,Rheinland-Pfalz,8895,Mendig,8895,0.49499719,0.50500281,0.15237,0.38,0.22586,0.00983,0.0437,0.18824,0.048,0.04376,0.04407,0.0378,0.04968,0.06005,0.05251,0.06241,0.0628,0.06893,0.09199,0.08967,0.06102,0.05462,0.04696,0.0527,0.03233,0.04072,0.04063,0.19412,0.00273,0.10023,0.38872,0.16533,0.02267,0.01027,0.0479,0.0274,0.2607,0.30385,0.40571,0.02974
3423,3423,Rieden,Rheinland-Pfalz,1184,Rieden,1184,0.47888514,0.52111486,0.51381,0.09317,0.05596,0.14912,0.04836,0.13959,0.05199,0.04803,0.03934,0.03933,0.04878,0.05616,0.06124,0.05785,0.05933,0.06583,0.08621,0.07974,0.07488,0.06851,0.04611,0.04572,0.03241,0.03855,0.12296,0.02469,0.03325,0.01705,0.01986,0.42589,0.04048,0.10405,0.15131,0.06046,0.09637,0.02949,0.78868,0.08547
3424,3424,Thür,Rheinland-Pfalz,1482,Thür,1482,0.48987854,0.51012146,0.09901,0.5445,0.01119,0.16228,0.01812,0.1649,0.04709,0.0502,0.0357,0.03331,0.06213,0.05777,0.06187,0.05874,0.0572,0.07218,0.08741,0.08744,0.06662,0.05969,0.04578,0.04824,0.03126,0.03739,0.01781,0.02649,0.16397,0.05531,0.04557,0.43317,0.16854,0.02808,0.03433,0.02674,0.14901,0.20967,0.52404,0.11729
3425,3425,Volkesfeld,Rheinland-Pfalz,571,Volkesfeld,571,0.52714536,0.47285464,0.04658,0.25718,0.02149,0.40028,0.11867,0.15579,0.04059,0.0411,0.05405,0.0347,0.05738,0.06392,0.06306,0.06122,0.05013,0.06318,0.08044,0.08521,0.06989,0.05757,0.03582,0.05295,0.04906,0.03972,0.1124,0.07708,0.19334,0.03806,0.08787,0.22992,0.04628,0.15439,0.00263,0.05803,0.21632,0.04735,0.65748,0.07885
3426,3426,Niederwerth,Rheinland-Pfalz,1275,Niederwerth,1275,0.49803922,0.50196078,0.03208,0.09201,0.08758,0.3144,0.29091,0.18302,0.04999,0.04852,0.04676,0.04582,0.05169,0.05836,0.05395,0.06011,0.0505,0.0554,0.07764,0.08928,0.07629,0.05955,0.04657,0.05127,0.04274,0.03558,0.1333,0.19591,0.11722,0.01016,0.03166,0.00346,0.28548,0.08534,0.02483,0.11264,0.2621,0.34064,0.20022,0.19703
3427,3427,Urbar,Rheinland-Pfalz,3288,Urbar,3288,0.49847932,0.50152068,0.01164,0.17312,0.10809,0.09816,0.10552,0.50347,0.03778,0.04675,0.04486,0.04764,0.04769,0.06026,0.06342,0.0673,0.05939,0.07449,0.07694,0.07817,0.06082,0.05835,0.04293,0.05006,0.04065,0.0425,0.08762,0.07418,0.2701,0.12056,0.01009,0.05691,0.08241,0.03259,0.0871,0.17844,0.05477,0.66376,0.25773,0.02375
